"id","season_id","franchise_id","season_episode_num","title","air_date","description"
"F10S13E06","F10S13","F10","6","""Disco-mentary""",2021-02-05,"In this episode's mini challenge, the queens pair up in teams to create a dress made out of wallpaper. RuPaul declares Elliott with 2 Ts and Tamisha Iman as the winners of the mini challenge. The teams remain the same for this week's main challenge. The teams have to perform in a choreographed disco-themed dance documentary in five different chapters. The teams consist of Gottmik, Kandy Muse and Tina Burner (The Birth of Disco), Elliott with 2 Ts and Tamisha Iman (Disco and Sex), Olivia Lux and Utica Queen (Studio 54), Denali and Rosé (Disco Fashion) and LaLa Ri and Symone (Disco Sucks).
After serving looks in a Little Black Dress runway theme, on the main stage, Denali, Gottmik, LaLa Ri, Rosé and Symone are declared safe. After the judges deliberation, Elliott with 2 Ts, Olivia Lux and Tina Burner were praised for their work, with Olivia Lux winning this week's challenge. Kandy Muse, Tamisha Iman and Utica Queen received negative critiques, which landed Kandy Muse and Tamisha Iman in the bottom two. They lip-synced to the song ""Hit 'Em Up Style (Oops!)"" by Blu Cantrell, with Tamisha Iman having to leave the competition.

Guest Judge: Loni Love
Alternating Judge: Carson Kressley
Mini Challenge: Create a dress made from wallpaper
Mini Challenge Winners: Elliott with 2 Ts and Tamisha Iman
Mini Challenge Prize: A $2,500 gift card from Spoonflower
Main Challenge: Disco-themed dance documentary
Runway Theme: Little Black Dress
Challenge Winner: Olivia Lux 
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Kandy Muse and Tamisha Iman
Lip Sync Song: ""Hit 'Em Up Style (Oops!)"" by Blu Cantrell
Eliminated: Tamisha Iman 
Farewell Message: ""Till we meet again. Love Misha ♥"""
"F10S13E07","F10S13","F10","7","""Bossy Rossy: The RuBoot""",2021-02-12,"In this week's mini challenge, the queens had to read each other in the Reading challenge, which was won by Gottmik. The main challenge of this week was to improvise in a reboot of the talk show Bossy Rossy. The contestants were divided into teams, and each team had their own segment on the show. The teams consist of Denali, LaLa Ri and Rosé (I'm Pregnant By My Imaginary Boyfriend), Gottmik, Olivia Lux and Utica Queen (Breaking My Silence: Escaping the Cult of Mimeology), Kandy Muse and Symone (Tiffany Gibson & Lil' Deb-Deb: Where Are They Now?) and Elliott with 2 Ts and Tina Burner (My 600-Pound Ass is Killing our Friendship).
After showcasing their looks in a Bead It runway theme, on the main stage, Denali, Gottmik, Rosé and Tina Burner are declared safe. Kandy Muse, Olivia Lux, and Symone receive positive critiques from the judges, and Olivia Lux is declared the winner of this week's challenge. Elliott with 2 Ts, LaLa Ri and Utica Queen receive some negative critiques from the judges. Elliot with 2 Ts and LaLa Ri end up in the bottom two and lip-sync to the song ""Whole Lotta Woman"" by Kelly Clarkson. Elliott with 2 Ts was declared the winner of the lip-sync, and LaLa Ri had to leave the competition.

Guest Judge: Ts Madison
Alternating Judge: Ross Mathews
Mini Challenge: Reading challenge
Mini Challenge Winner: Gottmik
Mini Challenge Prize: A $2,500 giftcard from ISLYNYC
Main Challenge: Bossy Rossy After Dark
Runway Theme: Bead It
Challenge Winner: Olivia Lux 
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Elliott with 2 Ts and LaLa Ri
Lip Sync Song: ""Whole Lotta Woman"" by Kelly Clarkson
Eliminated: LaLa Ri 
Farewell Message: ""Slay! Then save me a plate! Love yall! LaLa Ri!"""
"F10S13E08","F10S13","F10","8","""Social Media: The Unverified Rusical""",2021-02-19,"The main challenge of this week was for the queens to perform in Social Media: The Unverified Rusical. All of the contestants chose roles, with Denali and Rosé having to audition, in front of the rest of the cast, for the role of Foxy, which eventually was given to Rosé.
After the queens showcased looks in a Yellow Gorgeous theme, on the main stage, Elliott with 2 Ts, Olivia Lux and Utica Queen were declared safe. Denali, Gottmik, and Rosé received positive critiques from the judges, with Rosé being declared the winner of the week's challenge. Kandy Muse, Symoné, and Tina Burner received negative critiques. Kandy Muse and Symone ended up in the bottom two, and had to lip-sync to ""Boss"" by Fifth Harmony. Symone was declared the winner of the lip-sync, but RuPaul allowed Kandy Muse to stay in the competition.

Guest Judge: Jamal Sims
Alternating Judge: Ross Mathews
Main Challenge: Social Media: The Unverified Rusical
Runway Theme: Yellow, Gorgeous
Challenge Winner: Rosé 
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Kandy Muse and Symone
Lip Sync Song: ""Boss"" by Fifth Harmony
Eliminated: None"
"F10S13E09","F10S13","F10","9","""Snatch Game""",2021-03-05,"In this week's mini challenge, the contestants have to audition for a new band called Pantyhoes in quick drag, using panties from Snag Tights. Tina Burner wins the mini challenge, and receives a cash prize of $2,500.
For the main challenge, RuPaul announces that the queens have to show their best celebrity impersonation skills in the Snatch Game. The characters are as follows:

Denali as Jonathan Van Ness
Elliott with 2 Ts as Rue McClanahan
Gottmik as Paris Hilton
Kandy Muse as Patrick Starrr
Olivia Lux as Tabitha Brown
Rosé as Mary, Queen of Scots
Symone as Harriet Tubman
Tina Burner as Richard Simmons
Utica Queen as Bob RossOn the runway, the category is Fascinating Fascinators. Kandy Muse, Symone and Tina Burner are declared safe, and RuPaul thanks Symone for bringing a powerful message to the runway. Denali, Gottmik and Rosé are praised for their work this week. Elliott with 2 Ts, Olivia Lux and Utica Queen receive some negative critiques.
Gottmik is declared the winner of the challenge, with Elliott with 2 Ts and Utica Queen ending up in the bottom two. They lip sync to ""Fascinated"" by Company B. Utica Queen wins the lip sync, and Elliott with 2 Ts is eliminated from the competition.

Guest Judge: Ts Madison
Alternating Judge: Carson Kressley
Mini Challenge: Audition for the Pantyhoes band
Mini Challnge Winner: Tina Burner
Mini Challenge Prize: A $2,500 tip, courtesy of Snag Tights
Main Challenge: Snatch Game
Runway Theme: Fascinating Fascinators
Challenge Winner: Gottmik 
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Elliott with 2 Ts and Utica Queen
Lip Sync Song: ""Fascinated"" by Company B
Eliminated: Elliott with 2 Ts 
Farewell Message: ""It took y'all hoes 4 times to get rid of me!!! Be kind and make it HOE! xoxo Elliott with 2 Ts"""
"F10S13E10","F10S13","F10","10","""Freaky Friday Queens""",2021-03-12,"For this week's main challenge, RuPaul pairs the contestants in duos and announces that they will be making over each other. The pairs are as follows: Denali and Olivia Lux, Gottmik and Kandy Muse, Rosé and Tina Burner, and Symone and Utica Queen.
On the runway, the queens show off each other's looks. After the judges deliberated, Symone and Utica Queen are declared the winners of this week's challenge. Gottmik and Kandy Muse receive positive critiques, and Rosé and Tina Burner receive some negative critiques. Denali and Olivia Lux land in the bottom two and lip sync to ""Shackles (Praise You)"" by Mary Mary. Olivia Lux wins the lip sync, and Denali leaves the competition.

Guest Judge: Loni Love
Alternating Judge: Carson Kressley
Main Challenge: Turn your partner into your drag doppelganger
Challenge Winners: Symone and Utica Queen 
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Denali and Olivia Lux
Lip Sync Song: ""Shackles (Praise You)"" by Mary Mary
Eliminated: Denali 
Farewell Message: ""Clara Clara, over any gold medal, crown or cash prize, my sisters were the greatest reward. Ass of '13 off to get some D! L8r sk8ers! ♥ Denali"""
"F10S13E11","F10S13","F10","11","""Pop! Goes The Queens""",2021-03-19,"In this week's mini challenge, the queens played ""Are You Smarter Than the Pit Crew,"" won by Kandy Muse. The main challenge of the week was to create, market, and film a commercial for their own soda. The sodas that the queens create are:

Gottmik: Gottmik's ""Gott-Sexxx"" Sex Juice
Kandy Muse: The K Special
Olivia Lux: The LIV(E)
Rosé: RoseAid
Symone: Sweet Toof
Tina Burner: Burnin' Up
Utica: Uti-canAfter showcasing their looks in a Beast Couture runway theme, on the main stage, Rosé, Symone, and Kandy Muse receive positive critiques from the judges. While Gottmik, Tina Burner, Olivia Lux, and Utica Queen receive negative critiques.
After the judges deliberate, Rosé and Symone are both declared winners of the challenge, and Gottmik and Olivia Lux are declared safe, while Tina Burner and Utica Queen are up for elimination and lipsync to ""My Humps"" by Black Eyed Peas. RuPaul declares Utica Queen the winner of the lipsync, with Tina Burner having to leave the competition.

Alternating Judges: Carson Kressley and Ross Mathews
Mini Challenge: ""Are You Smarter Than the Pit Crew"" trivia game
Mini Challenge Winner: Kandy Muse
Mini Challenge Prize: A $2,500 gift card from JJ Malibu
Main Challenge: Create and brand your own soft drink and promote it in a 45-second commercial
Runway Theme: Beast Couture
Challenge Winners: Rosé and Symone 
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Tina Burner and Utica Queen
Lip Sync Song: ""My Humps"" by Black Eyed Peas
Eliminated: Tina Burner 
Farewell Message: ""Live life with no apologies. Be your true authentic self. Let your light shine. Turn it and burn it. xx the Manhattan monster Tina B."""
"F10S13E12","F10S13","F10","12","""Nice Queens Roast""",2021-03-26,"In this week's mini challenge, the queens have to star in a live makeup tutorial on how to make a glamorous selfie, in pairs. The mini challenge is won by Kandy Muse and Rosé.
In the main challenge, the contestants have to roast the previous Miss Congeniality winners Heidi N Closet, Nina West and Valentina. After the roasting performance, the judges deliberated. Gottmik, Kandy Muse and Rosé received positive critiques, and Olivia Lux, Symone and Utica Queen received negative critiques. Kandy Muse won the challenge, with Symone and Utica Queen ending up in the bottom two lip syncing to ""No Tears Left to Cry"" by Ariana Grande. Symone won the lip sync and Utica Queen had to leave the competition.

Guest Judge: Loni Love
Alternating Judge: Ross Mathews
Mini Challenge: In pairs, star in a live makeup tutorial on how to make a glamorous selfie
Mini Challenge Winner: Kandy Muse and Rosé
Mini Challenge Prize: $2,500 worth of Anastasia Beverly Hills cosmetics
Main Challenge: Roast previous Miss Congenialities Heidi N Closet, Nina West and Valentina
Challenge Winner: Kandy Muse 
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Symone and Utica Queen
Lip Sync Song: ""No Tears Left To Cry"" by Ariana Grande
Eliminated: Utica Queen 
Farewell Message: ""Hay Goobers ♥ I'm so happy to have you all in my life now! To my new sisters, I love you so much and love yourself inside & out ♥  Wiggle to the Top! Utica"""
"F10S13E13","F10S13","F10","13","""Henny, I Shrunk The Drag Queens!""",2021-04-02,"For this week's main challenge, the queens star in the new sci-fi adventure Henny, I Shrunk The Drag Queens! The roles are as follows:

Gottmik as Chardonnay
Kandy Muse as Dominique
Rosé as Brandy
Olivia Lux as Ginger Ale
Symone as MargaritaAfter the contestants show their looks for the Haute Pockets themed runway on the main stage, the judges deliberate. Gottmik, Rosé and Symone receive positive critiques from the judges, while Kandy Muse and Olivia Lux receive negative critiques. Rosé wins this week's challenge, with Kandy Muse and Olivia Lux ending up in the bottom two. They lip sync to ""Strong Enough"" by Cher. Kandy Muse wins the lip sync, and Olivia Lux has to leave the competition.

Guest Judge: Cynthia Erivo
Alternating Judge: Carson Kressley
Main Challenge: Star in the new sci-fi adventure Henny, I Shrunk The Drag Queens!
Runway Theme: Haute Pockets
Challenge Winner: Rosé 
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Kandy Muse and Olivia Lux
Lip Sync Song: ""Strong Enough"" by Cher
Eliminated: Olivia Lux 
Farewell Message: """"Believe in yourself, I believe in you! ♥"" xoxo your polite diva, Liv"""
"F10S13E14","F10S13","F10","14","""Gettin' Lucky!""",2021-04-09,"Alternating Judges: Carson Kressley and Ross Mathews
Main Challenge: Write, record and perform their own verses to RuPaul's song ""Lucky""
Runway Theme: Drag Excellence
Lip-Sync Song: "" I Learned from the Best (HQ2 Radio Mix)"" by Whitney Houston
Eliminated: None"
"F10S13E15","F10S13","F10","15","""Reunited""",2021-04-16,"RuPaul and the contestants reunite virtually and look back at the season. The eliminated queens all lip sync in a self-directed music video and the four finalists are interviewed in a Vogue-inspired ""69 Questions with...""
LaLa Ri receives a Golden Boot Award for her episode five Bag Ball Eleganza look.

Denali and LaLa Ri are both awarded the season title of ""Lip Sync Assassin"" by RuPaul and battle in a lip sync for a charity of their own choosing. Denali wins the lip sync and the donation prize of $10,000 for her charity, the National Center for Transgender Equality."
"F10S13E16","F10S13","F10","16","""Grand Finale""",2021-04-23,"The final four queens compete against each other in a sudden death lip-sync showdown for the title of ""America's Next Drag Superstar"". The lip-sync wheel lands on Kandy Muse and Rosé, who competed for the first round, lip-syncing to ""Work Bitch"" by Britney Spears. Kandy Muse wins the lip-sync and advances to the final round while Rosé becomes the first finalist to sashay away. In the second round, Gottmik and Symone lip-sync against each other to ""Gimme More"" by Britney Spears; Symone wins the lip-sync and joins Kandy Muse in the final round as Gottmik becomes the second finalist to sashay away. ""Miss Congeniality"" is then announced; and previous Miss Congeniality, season 12 contestant Heidi N Closet announcing that LaLa Ri had won the title. In the third and final round, Kandy Muse and Symone lip-synched against each other to ""Till the World Ends"" by Britney Spears. Symone wins the lip-sync and is crowned America's Next Drag Superstar; with Kandy Muse placing as the runner-up.

Finals venue: Ace Theater, Los Angeles, California
Final Four: Gottmik, Kandy Muse, Rosé and Symone
Miss Congeniality: LaLa Ri
Lip Sync Smackdown #1: Kandy Muse vs. Rosé
Lip Sync Song: ""Work Bitch"" by Britney Spears
Eliminated: Rosé
Lip Sync Smackdown #2: Gottmik vs. Symone
Lip Sync Song: ""Gimme More"" by Britney Spears
Eliminated: Gottmik
Lip Sync Smackdown #3: Kandy Muse vs. Symone
Lip Sync Song: ""Till the World Ends"" by Britney Spears
Runner-up: Kandy Muse
Winner of RuPaul's Drag Race Season Thirteen: Symone"
"F10S14E01","F10S14","F10","1","""Big Opening #1""",2022-01-07,"Seven new queens enter the workroom. They find out that this season will have a split premiere. For the first mini-challenge, the queens will do a photoshoot while strapped to a spinning wheel. Kerri Colby wins the mini-challenge. For the main challenge, the queens must perform a talent show in front of the judges.

Alyssa Hunter - Lip-syncing
Bosco - Burlesque
June Jambalaya - African dance
Kerri Colby - Jump rope/lip-syncing
Kornbread ""The Snack"" Jeté - Original song
Orion Story - Comedy skit
Willow Pill - Self-care in quarantineOn the runway, category is Signature Show-Stopping Drag. Bosco, Kornbread ""The Snack"" Jeté and Willow Pill receive positive critiques, with Kornbread ""The Snack"" Jeté winning the challenge. Alyssa Hunter, June Jambalaya and Orion Story receive negative critiques, with Alyssa Hunter being safe. June Jambalaya and Orion Story lip-sync to ""Water Me"" by Lizzo. June Jambalaya wins the lip-sync and Orion Story sashays away.

Guest Judge: Lizzo
Alternating Judge: Ross Mathews
Mini-Challenge: Photoshoot on a spinning wheel
Mini-Challenge Winner: Kerri Colby
Mini-Challenge Prize: $2,500 courtesy of J.J. Malibu
Main Challenge: Perform a talent show in front of the judges
Runway Theme: Signature Show-Stopping Drag
Challenge Winner: Kornbread “The Snack” Jeté
Main Challenge Prize: A $5,000 cash tip
Bottom Two: June Jambalaya and Orion Story
Lip-Sync Song: ""Water Me"" by Lizzo
Eliminated: Orion Story
Farewell Message: ""Cross your fingers + toes b/c the whole world is about to know, we did THAT 💋 i ♡ you all :)"""
"F10S14E02","F10S14","F10","2","""Big Opening #2""",2022-01-14,"The remaining seven queens enter the workroom. For the mini-challenge, the queens will do a photoshoot in a big bowl filled with tic-tacs. Angeria Paris VanMicheals wins the mini-challenge. For the main challenge, the queens must perform a talent show in front of the judges. 

Angeria Paris VanMicheals - Original song
Daya Betty - Lip-syncing
DeJa Skye - Cheerleading comedy routine
Jasmine Kennedie - Lip-syncing/dancing
Jorgeous - Lip-syncing
Lady Camden - Ballet routine
Maddy Morphosis - Electric guitarOn the runway, category is Sickening Signature Drag. Angeria Paris VanMicheals, Jorgeous and Lady Camden receive positive critiques, with Angeria Paris VanMicheals winning the challenge. Daya Betty, DeJa Skye and Maddy Morphosis receive negative critiques, with Maddy Morphosis being safe. Daya Betty and DeJa Skye lip-sync to ""Fallin’"" by Alicia Keys. DeJa Skye wins the lip-sync and Daya Betty sashays away.

Guest Judge: Alicia Keys
Alternating Judge: Carson Kressley
Mini-Challenge: Photoshoot in a bowl of tic-tacs
Mini-Challenge Winner: Angeria Paris VanMicheals
Mini-Challenge Prize: $2,500 courtesy of J.J. Malibu
Main Challenge: Perform a talent show in front of the judges
Runway Theme: Sickening Signature Drag
Challenge Winner: Angeria Paris VanMicheals
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Daya Betty and DeJa Skye
Lip-Sync Song: ""Fallin'"" by Alicia Keys
Eliminated: Daya Betty
Farewell Message: ""Stay Positive. Be Kind. Stay You! - Love Daya"""
"F10S14E03","F10S14","F10","3","""A Pair of Balls""",2022-01-21,"After both groups of queens meet each other, RuPaul announces that previously-eliminated queens Orion Story and Daya Betty will be returning to the competition. RuPaul then reveals the twist of the season: each queen will choose a RuPaul chocolate bar. When a queen loses a Lip Sync for Your Life, they will open their chocolate bar. If it contains a gold bar, they will be spared from elimination; otherwise, they will be asked to sashay away. RuPaul announces that the main challenge is 2 balls - the Episode 1 queens will present looks for the Hide and Chic Ball (Zebra Print Resort, Leopard Evening Wear and Animal Print Bridal Couture), and the Episode 2 queens will present looks for the Red, White and Blue Ball (Red Hot Resort; Evening Wear: Why It Got Be White?; Red, White & Blue Bridal Couture Runway).
On the runway, Angeria Paris VanMicheals, Jorgeous and Willow Pill receive positive critiques, with Willow Pill winning the challenge. June Jambalaya, Maddy Morphosis and Orion Story receive negative critiques, with Orion Story being safe. June Jambalaya and Maddy Morphosis lip-sync to ""I Love It"" by Kylie Minogue. Maddy Morphosis wins the lip-sync. June Jambalaya then opens her chocolate bar to reveal a plain chocolate bar and sashays away.

Guest Judge: Christine Chiu
Alternating Judge: Carson Kressley
Returned: Daya Betty and Orion Story
Main Challenge:
Group 1: The Hide and Chic Ball
Group 2: The Red, White and Blue Ball
Runway Themes:
Group 1: Zebra Print Resort, Leopard Evening Wear and Animal Print Bridal Couture
Group 2: Red Hot Resort, Evening Wear: All In White and Red, White and Blue Bridal Couture
Challenge Winner: Willow Pill
Main Challenge Prize: A $5,000 cash tip
Bottom Two: June Jambalaya and Maddy Morphosis
Lip-Sync Song: ""I Love It"" by Kylie Minogue
Eliminated: June Jambalaya
Farewell Message: ""Thank you For Finally giving me my Drag Family - June"""
"F10S14E04","F10S14","F10","4","""She's a Super Tease""",2022-01-28,"For this week's main challenge, the queens will team up and produce attention grabbing superteases for Season 14. Willow Pill, for winning last week's challenge, and Maddy Morphosis, who won last week's lip-sync, are assigned team captains. Willow Pill chooses Bosco, Jasmine Kennedie, Jorgeous, Kerri Colby, Kornbread ""The Snack"" Jeté and Lady Camden for her team. Maddy Morphosis chooses Alyssa Hunter, Angeria Paris VanMicheals, Daya Betty, DeJa Skye and Orion Story for her team.
On the runway, category is Night of a Thousand Jennifer Lopez's. Angeria Paris VanMicheals, DeJa Skye and Willow Pill receive positive critiques, with Angeria Paris VanMicheals winning the challenge. Alyssa Hunter, Kerri Colby and Kornbread ""The Snack"" Jeté receive negative critiques, with Kornbread ""The Snack"" Jeté being safe. Alyssa Hunter and Kerri Colby lip-sync to ""Play"" by Jennifer Lopez. Kerri Colby wins the lip-sync. Alyssa Hunter then opens her chocolate bar to reveal a plain chocolate bar and sashays away.

Guest Judge: Loni Love
Alternating Judge: Ross Mathews
Main Challenge: In teams, produce attention grabbing superteases for Season 14
Runway Theme: Night of a Thousand Jennifer Lopez's
Challenge Winner: Angeria Paris VanMicheals
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Alyssa Hunter and Kerri Colby
Lip-Sync Song: ""Play"" by Jennifer Lopez
Eliminated: Alyssa Hunter
Farewell Message: ""Believe In Your Self ""Perrasss"" ♡ Your Latina Queen"""
"F10S14E05","F10S14","F10","5","""Save a Queen""",2022-02-04,"At the beginning of the episode, Kornbread ""The Snack"" Jeté announces that she will no longer be in the competition due to an ankle injury. It is revealed that she did not have the golden chocolate bar, meaning the golden chocolate bar is still in play for the remaining queens. For the main challenge, the queens will team up and write a commercial to get donations for ""Save A Queen"", a charity that raises awareness for first-eliminated queens. Season 7's first eliminated Tempest DuJour, Season 9's first eliminated Jaymes Mansfield and Season 13's first eliminated Kahmora Hall star as special guests for the commercials. To randomly assign teams, the queens must all pop balloons, with the confetti color inside assigning the teams. Team Tempest DuJour consists of Angeria Paris VanMicheals, DeJa Skye, Jorgeous and Kerry Colby. Team Jaymes Mansfield consists of Jasmine Kennedie, Maddy Morphosis, Orion Story and Willow Pill. Team Kahmora Hall consists of Bosco, Daya Betty and Lady Camden.
On the runway, category is Spring Has Sprung. Angeria Paris VanMicheals, Bosco and Lady Camden receive positive critiques, with Bosco winning the challenge. Jasmine Kennedie, Jorgeous and Orion Story receive negative critiques, with Jasmine Kennedie being safe. Jorgeous and Orion Story lip-sync to ""My Head & My Heart"" by Ava Max. Jorgeous wins the lip-sync. Orion Story then opens her chocolate bar to reveal a plain chocolate bar and sashays away.

Guest Judge: Ava Max
Alternating Judge: Ross Mathews
Removed: Kornbread ""The Snack"" Jeté
Main Challenge: In teams, write a commercial to get donations for ""Save A Queen"", a charity that raises awareness for first-eliminated queens
Runway Theme: Spring Has Sprung
Challenge Winner: Bosco
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Jorgeous and Orion Story
Lip-Sync Song: ""My Head & My Heart"" by Ava Max
Eliminated: Orion Story
Farewell Message: ""Biiiitchhh ya'll put up a damn good fight I love you all so so so much! Keep being your absolutely beautiful selves ♡♡♡ Peace, love, and meatballs :)"""
"F10S14E06","F10S14","F10","6","""Glamazon Prime""",2022-02-11,"For this week's main challenge, the queens must design an outfit made from junk that Michelle Visage has bought online. 
On the runway, category is Glamazon Primetime. Angeria Paris VanMicheals, Jorgeous and Lady Camden receive positive critiques, with Jorgeous winning the challenge. DeJa Skye, Jasmine Kennedie and Maddy Morphosis receive negative critiques, with DeJa Skye being safe. Jasmine Kennedie and Maddy Morphosis lip-sync to ""Suga Mama"" by Beyoncé. Jasmine Kennedie wins the lip-sync. Maddy Morphosis then opens her chocolate bar to reveal a plain chocolate bar and sashays away.

Guest Judge: Taraji P. Henson
Alternating Judge: Carson Kressley
Main Challenge: Design an outfit made from junk that Michelle Visage has bought online
Runway Theme: Glamazon Primetime
Challenge Winner: Jorgeous
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Jasmine Kennedie and Maddy Morphosis
Lip-Sync Song: ""Suga Mama"" by Beyoncé
Eliminated: Maddy Morphosis
Farewell Message: ""Don't be afraid to be yourself ♡, be kind, and be STUPID. - Maddy"""
"F10S14E07","F10S14","F10","7","""The Daytona Wind""",2022-02-18,"For this week's main challenge, the queens will act in an 80's soap opera parody called ""The Daytona Wind"". Jorgeous, for winning last week's challenge, gets to assign the roles. The roles are as follows:

Angeria Paris VanMicheals plays Maxine O'Hara
Bosco plays Fancy Micheals
Daya Betty plays Micheals Sister #1
DeJa Skye plays Maggie O'Hara
Jasmine Kennedie plays Hattie Ruth
Jorgeous plays Sierra Micheals
Kerri Colby plays Deandra Davenport
Lady Camden plays Leona Micheals
Willow Pill plays Micheals Sister #2On the runway, category is Chaps on the Runway. Angeria Paris VanMicheals, DeJa Skye and Kerri Colby are revealed to be safe. RuPaul then tells the other queens that they are all in the top, and there are no bottoms this week. She then tells the queens that the top 2 queens will lip-sync for the win. Bosco, Daya Betty, Jasmine Kennedie, Jorgeous, Lady Camden, and Willow Pill all receive positive critiques, with Daya Betty and Lady Camden being the top two queens of the week. Daya Betty and Lady Camden lip-sync to ""One Way or Another"" by Blondie. Lady Camden is revealed to be the winner.

Guest Judge: Ts Madison
Alternating Judge: Ross Mathews
Main Challenge: Act in an 80's soap opera called ""The Daytona Wind""
Runway Theme: Chaps on the Runway
Top Two: Daya Betty and Lady Camden
Lip-Sync Song: ""One Way or Another"" by Blondie
Challenge Winner: Lady Camden
Main Challenge Prize: A $5,000 cash tip
Note: Ts Madison appeared in the soap opera as the priest alongside Pit Crew member Calixto Quan as Diesel O'Hara."
"F10S14E08","F10S14","F10","8","""60s Girl Groups""",2022-02-25,"For this week's mini-challenge, the queens read each other to filth. Bosco wins the mini-challenge. For this week's main challenge, the queens will split into 3 teams and perform 60s inspired girl groups. Team ""The Ru-Nettes"" (named after The Ronettes) consists of DeJa Skye, Jasmine Kennedie and Jorgeous. Team ""The Ru-Premes"" (named after The Supremes) consists of Angeria Paris VanMicheals, Kerri Colby and Lady Camden. Team ""The Shang-Ru-Las"" (named after The Shangri-Las) consists of Bosco, Daya Betty and Willow Pill. 
On the runway, category is Heart On. Angeria Paris VanMicheals, Daya Betty and DeJa Skye receive positive critiques, with Daya Betty winning the challenge. Jasmine Kennedie, Kerri Colby and Lady Camden receive negative critiques, with Lady Camden being safe. Jasmine Kennedie and Kerri Colby lip-sync to ""Un-Break My Heart” (Hex Hector Remix) by Toni Braxton. Jasmine Kennedie wins the lip-sync. Kerri Colby then opens her chocolate bar to reveal a plain chocolate bar and sashays away.

Guest Judge: Alec Mapa
Alternating Judge: Carson Kressley
Mini-Challenge: Reading is Fundamental
Mini-Challenge Winner: Bosco
Mini-Challenge Prize: $2,500 courtesy of Sweet Tarts
Main Challenge: Write and perform lyrics as 60s inspired girl groups
Runway Theme: Heart On
Challenge Winner: Daya Betty
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Jasmine Kennedie and Kerri Colby
Lip-Sync Song: ""Un-Break My Heart"" (Hex Hector Remix) by Toni Braxton
Eliminated: Kerri Colby
Farewell Message: ""You Ladies truly are a blessing to me & to the world you each are ALL STARS ♡ Kerri Colby"""
"F10S14E09","F10S14","F10","9","""Menzeses""",2022-03-04,"For this week's mini-challenge, the queens will photobomb pictures of male celebrities. Willow Pill wins the mini-challenge. For the main challenge, in two teams, the contestants have to create RuPaul's DragCon panel discussion about men. As the mini-challenge winner, Willow Pill gets to choose her team and picks Angeria Paris VanMicheals, DeJa Skye and Lady Camden, which leaves Bosco, Daya Betty, Jasmine Kennedie and Jorgeous on the second team.
On the runway the category is Shoulder Pads. Bosco, DeJa Skye and Willow Pill receive positive critiques, with Bosco winning the challenge. Daya Betty, Jasmine Kennedie and Jorgeous receive negative critiques, with Daya Betty being safe. Jasmine Kennedie and Jorgeous lip-sync to ""Something's Got a Hold on Me” by Etta James. They are both declared the winners of the lip-sync and no one goes home.

Guest Judge: Nicole Byer
Alternating Judge: Carson Kressley
Mini-Challenge: Photobomb famous male celebrities
Mini-Challenge Winner: Willow Pill
Mini-Challenge Prize: A $2,500 cash tip
Main Challenge: Create a RuPaul's DragCon[disambiguation needed] panel discussion about men
Runway Theme: Shoulder Pads
Challenge Winner: Bosco
Main Challenge Prize: A $5,000 cash tip
Bottom Two: Jasmine Kennedie and Jorgeous
Lip-Sync Song: ""Something's Got a Hold on Me"" by Etta James
Eliminated: None"
"F10S14E10","F10S14","F10","10","""Snatch Game""",2022-03-11,"For this week's mini-challenge, the queens will create an outfit made from bubble wrap. Bosco won the mini-challenge. For the main challenge, the queens will play the Snatch Game. Dove Cameron and Raven star as the celebrity contestants. The cast consisted of:

Angeria Paris VanMicheals as Tammie Brown
Bosco as Gwyneth Paltrow
Daya Betty as Ozzy Osbourne
DeJa Skye as Lil Jon
Jasmine Kennedie as Betsy DeVos
Jorgeous as Ilana Glazer
Lady Camden as William Shakespeare
Willow Pill as Drew BarrymoreOn the runway, category is Holy Couture. DeJa Skye wins the challenge. RuPaul then tells the remaining queens that they are all in the bottom, and next week, a lip-sync LaLaPaRUza smackdown will take place in order to determine who will get eliminated.

Guest Judge: Dove Cameron
Alternating Judge: Carson Kressley
Mini-Challenge: Create an outfit made from bubble wrap
Mini-Challenge Winner: Bosco
Mini-Challenge Prize: A $2,500 cash tip
Main Challenge: Snatch Game
Runway Theme: Holy Couture
Challenge Winner: DeJa Skye
Main Challenge Prize: A $5,000 cash tip
Bottom Seven: Angeria Paris VanMicheals, Bosco, Daya Betty, Jasmine Kennedie, Jorgeous, Lady Camden and Willow Pill"
